Folder name,Folder color,Latitude,Longitude,Title,Description,Color,Phone number,Timestamp,Pin icon code
3326,ff71b300,4.596361788147093,-74.10972207784653,CE1,Caja paso equipo,ff71b300,,2021-02-05 12:30:51,-1
3326,ff71b300,4.596353099002462,-74.10973113030195,CF4,Caja de paso flujo 4,ff71b300,,2021-02-05 12:31:01,-1
3326,ff71b300,4.5962535080294895,-74.10985853523016,CF2D,Caja de paso flujo 2 derecha,ff71b300,,2021-02-05 12:32:55,-1
3326,ff71b300,4.596337057504392,-74.10993732511999,CF2I,Caja de paso flujo 2 izquierda,ff71b300,,2021-02-05 12:39:31,-1
3326,ff71b300,4.596456031939767,-74.11002315580845,CPF3,Caja de paso flujo 3,ff71b300,,2021-02-05 12:40:43,-1
3326,ff71b300,4.59642795932197,-74.10979818552732,CPF1,Caja de paso flujo 1,ff71b300,,2021-02-05 12:43:43,-1
3326,ff71b300,4.596590379452447,-74.10938948392868,CCN2,Caja de paso cámara N2,ff71b300,,2021-02-05 12:35:35,-1
